ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
TVTX,2.12,1.0,7.32,2124,2119.0,55.89,,,,N,N,N
TREE,2.08,1.16,5.01,1296,1117.0,31.86,,,,N,N,N
SIRI,1.51,0.77,6.08,34402,44595.0,29.62,,,,N,N,N
ARGX,1.34,0.96,3.06,1427,1492.0,853.82,64,2026-07-23,-9,N,N,N
RDDT,1.19,0.72,4.17,78174,108326.0,140.67,77,2026-10-28,88,N,N,N
