ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
SVRA,28.45,6.82,63.75,10308,1511.0,5.07,,,,N,N,N
GDDY,4.31,2.03,7.33,14507,7137.0,100.81,32,2026-10-29,34,N,N,N
APO,2.82,1.01,15.19,63880,62976.0,120.69,11,2026-11-03,39,N,N,N
SMMT,0.83,0.57,3.34,18348,32370.0,16.38,36,2026-10-19,24,N,N,N
