ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
LULU,2.6,1.31,6.27,161456,123082.0,100.61,72,2026-09-03,-5,N,N,N
VRNS,1.87,0.84,8.16,14141,16767.0,46.09,47,2026-10-27,49,N,N,N
INSW,1.09,0.6,5.15,10558,17555.0,104.50,22,,,N,N,N
BETR,1.06,0.73,3.28,4789,6578.0,14.47,7,,,N,N,N
EFX,0.99,0.58,4.57,2521,4360.0,177.05,67,2026-10-20,42,N,N,N
TVTX,0.82,0.55,3.44,2673,4846.0,65.28,,,,N,N,N
