ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
LW,3.55,1.45,10.62,14470,9999.0,47.29,,,,N,N,N
TREE,3.42,1.49,8.92,3805,2549.0,26.96,,,,N,N,N
GDDY,1.58,0.89,4.88,6022,6761.0,104.77,10,2026-10-29,37,N,N,N
ARM,1.23,0.77,3.87,152450,196828.0,322.90,12,2026-11-04,43,N,N,N
