ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
LULU,2.29,1.09,7.2,134503,123613.0,100.61,72,2026-09-03,-2,N,N,N
VRNS,1.53,0.64,9.95,11318,17677.0,46.09,47,2026-10-27,52,N,N,N
INSW,1.35,0.65,6.92,10558,16133.0,104.50,22,,,N,N,N
BETR,1.26,0.81,3.78,4789,5926.0,14.47,7,,,N,N,N
EFX,1.05,0.54,6.0,2503,4652.0,177.05,52,2026-10-20,45,N,N,N
