ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
FRO,4.51,1.93,9.32,24723,12800.0,40.93,,2026-08-31,73,N,N,N
CTSH,3.02,1.23,10.62,18045,14648.0,43.70,84,,,N,N,N
BRO,1.2,0.54,8.2,1516,2814.0,59.10,100,2026-07-27,38,N,N,N
DT,1.08,0.63,4.5,10066,15945.0,41.42,84,,,N,N,N
