ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
DNLI,2.4,0.99,10.26,2916,2936.0,24.73,,2026-08-10,45,N,N,N
DRTS,0.81,0.5,4.08,1768,3528.0,11.17,34,2026-08-10,45,N,N,N
