ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
CTSH,6.2,2.78,8.27,38811,13952.0,41.83,99,,,N,N,N
BR,2.04,1.02,6.4,1770,1735.0,136.22,13,2026-08-04,42,N,N,N
ROP,0.88,0.64,3.0,592,931.0,325.09,82,2026-07-20,27,N,N,N
OTIS,0.78,0.55,3.16,1143,2095.0,72.48,,,,N,N,N
