ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
HUBS,3.56,1.37,12.51,8101,5919.0,243.72,,2026-08-04,88,N,N,N
CRSR,1.39,0.52,13.63,5973,11526.0,7.09,,2026-08-05,89,N,N,N
MNKD,0.84,0.59,3.15,1168,1988.0,3.55,100,2026-08-04,88,N,N,N
