ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
CLS,2.09,1.03,6.62,42395,41144.0,318.24,,,,N,N,N
PAYX,1.68,0.75,8.47,8517,11418.0,115.48,51,2026-09-28,62,N,N,N
TXT,1.23,0.64,5.84,1675,2625.0,96.13,100,2026-10-21,85,N,N,N
BRO,1.13,0.58,6.05,3169,5469.0,69.70,73,2026-07-27,-1,N,N,N
