ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
MRNA,3.01,1.47,6.72,249843,169881.0,158.83,,,,N,N,N
INTU,2.67,1.25,7.52,64205,51430.0,357.46,43,2026-08-25,-1,N,N,N
DY,1.65,0.93,4.93,4104,4426.0,351.80,,,,N,N,N
VERA,1.65,0.69,10.06,15527,22644.0,35.28,,2026-11-03,69,N,N,N
