ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
NVAX,1.29,0.88,3.32,23197,26368.0,10.12,98,2026-11-04,63,N,N,N
MDT,1.25,0.6,6.99,77763,129049.0,92.04,42,2026-09-01,-1,N,N,N
Q,0.79,0.51,3.73,14846,29075.0,115.49,5,2026-08-04,-29,N,N,N
