ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
INVA,3.73,2.04,5.23,1076,527.0,20.90,,,,N,N,N
EFX,1.38,0.76,5.19,2831,3731.0,172.29,100,2026-10-20,35,N,N,N
KSPI,1.13,0.69,4.16,3640,5277.0,100.48,,,,N,N,N
