ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
FRO,3.5,1.84,5.71,24750,13443.0,40.93,,2026-08-31,72,N,N,N
CTSH,2.43,1.27,5.73,18045,14164.0,43.70,76,,,N,N,N
DT,0.95,0.65,3.32,10066,15505.0,41.42,84,,,N,N,N
BRO,0.93,0.52,4.9,1516,2888.0,59.10,100,2026-07-27,37,N,N,N
