ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
ARX,2.38,1.15,6.95,1272,1110.0,19.51,,,,N,N,N
AWI,1.68,1.12,3.45,743,661.0,181.68,43,,,N,N,N
SMMT,1.55,0.81,5.74,16764,20585.0,14.00,36,2026-10-19,66,N,N,N
RTX,1.48,0.74,6.28,64088,86232.0,220.48,3,2026-10-19,66,N,N,N
BSY,1.31,0.54,10.2,890,1647.0,36.56,,,,N,N,N
