ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
PLTR,2.77,1.37,6.6,311983,228490.0,137.13,8,2026-08-03,86,N,N,N
HUBS,2.64,1.26,7.17,7976,6338.0,197.43,,2026-08-05,88,N,N,N
QCOM,2.44,1.64,3.41,284873,173257.0,220.65,,2026-07-29,81,N,N,N
MNKD,0.95,0.64,3.42,1448,2259.0,3.58,100,2026-08-05,88,N,N,N
