ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
HUBB,2.11,1.22,4.64,1531,1253.0,485.41,94,2026-08-04,25,N,N,N
ALNY,2.07,0.93,8.22,4309,4628.0,312.79,89,,,N,N,N
GIS,1.18,0.6,6.17,30038,50070.0,35.85,13,2026-09-15,67,N,N,N
TARS,1.01,0.53,5.63,3157,5934.0,64.14,30,,,N,N,N
