ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
SRAD,5.67,1.82,21.59,12971,7133.0,13.60,13,2026-11-04,42,N,N,N
INOD,5.08,2.13,9.83,22051,10347.0,69.97,,,,N,N,N
LW,2.83,1.35,7.16,14455,10708.0,46.36,,,,N,N,N
ARQT,1.73,0.83,7.0,4220,5073.0,27.78,33,2026-10-27,34,N,N,N
AJG,1.37,0.69,6.44,3034,4429.0,230.45,27,,,N,N,N
GRAB,1.16,0.59,6.18,123166,208702.0,3.17,,,,N,N,N
