ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
INTU,2.34,1.22,5.76,63804,52161.0,345.88,41,2026-11-18,83,N,N,N
A,1.62,0.69,9.64,7708,11250.0,155.08,100,2026-08-26,-1,N,N,N
OKTA,1.24,0.65,5.78,46938,72174.0,134.42,80,,,N,N,N
