ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
GDDY,2.78,1.42,6.14,9572,6758.0,96.38,22,2026-10-29,35,N,N,N
INOD,1.86,1.18,3.84,12225,10356.0,71.99,,,,N,N,N
DGX,1.45,0.84,4.61,2797,3315.0,233.00,38,2026-10-20,26,N,N,N
IONQ,0.94,0.61,3.71,143518,236893.0,42.54,0,,,N,N,N
