ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
GPN,3.13,1.05,18.76,17247,16444.0,78.22,60,2026-08-05,20,N,N,N
FRO,1.16,0.75,3.68,29214,38933.0,37.90,33,2026-08-31,46,N,N,N
