ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
VRNS,1.3,0.89,3.31,8779,9874.0,45.84,30,2026-08-04,27,N,N,N
OLED,0.99,0.64,3.69,1352,2100.0,79.77,100,2026-07-30,22,N,N,N
BXMT,0.75,0.53,3.07,2620,4928.0,17.15,,,,N,N,N
