ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
LNG,1.42,0.67,7.35,22675,33992.0,295.86,36,2026-08-06,-28,N,N,N
BETR,0.97,0.69,3.11,3468,5046.0,12.30,7,,,N,N,N
