ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
OXY,5.85,2.28,11.97,231671,101397.0,53.59,43,2026-08-05,27,N,N,N
STAA,3.12,1.34,9.18,1537,1144.0,28.15,24,2026-08-05,27,N,N,N
VRSK,1.72,0.66,12.33,2098,3162.0,189.67,53,2026-07-29,20,N,N,N
