ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
PSN,8.65,2.63,25.62,2990,1135.0,56.29,71,2026-07-29,25,N,N,N
MSCI,3.35,1.62,6.98,1220,755.0,603.11,100,2026-07-21,17,N,N,N
BSX,1.68,0.9,5.5,70672,78644.0,45.14,74,2026-07-29,25,N,N,N
ALL,1.07,0.61,4.76,4945,8118.0,250.33,76,2026-07-29,25,N,N,N
