ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
VRDN,1.91,1.11,4.64,1537,1390.0,23.08,18,2026-11-03,66,N,N,N
WD,1.07,0.71,3.56,613,869.0,41.35,,2026-11-04,67,N,N,N
BETR,1.04,0.71,3.39,2852,4042.0,13.85,7,,,N,N,N
