ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
RYAN,2.09,1.16,5.07,1090,939.0,34.67,,2026-07-30,49,Y,N,Y
PTC,2.55,0.77,26.95,3705,4842.0,135.08,,2026-08-05,55,N,N,N
