ticker,unusual_score,vol_to_oi,vol_to_avg_vol,today_volume,oi_20d_avg,spot,iv_rank,earnings_date,days_to_earnings,insider_buy_30d,activist_filing_30d,convergence
TARS,2.17,0.71,19.77,3605,5051.0,62.92,30,,,N,N,N
WEN,1.53,0.69,8.28,217787,317850.0,7.80,,,,N,N,N
SIRI,0.97,0.61,4.0,31592,52164.0,28.35,,,,N,N,N
